lyrics,moods
"Dope **** like that, Jerm Oh, hi Welcome back to K.I.D.S., um Follow your dreams Yeah Wanna get a mansion, a jacuzzi A theater to watch my movies Couple whips and lots of fancy things The kids they call the Goonies I see the future, crystal ball Mirror mirror hangin' on the wall Who the flyest white boy of them all? Got your girlfriend screenin' all the calls She bubblin', we fuckin', then you cuddlin' Like, baby, where the **** you been? Don't wanna tell you she in love with him So, so we ain't sayin' nothin' You could probably tell she bluffin' 'Cause she kiss you with the mouth She gave me head with my concussion Yeah, she blushin', all red Wanna rush and go to bed You interrogate that **** like you the feds So she says she in love with a rockstar, rockstar Wanna smoke my weed, so she asks me where the tops are, tops are Oh (Top drawer, haha), oh, oh (Yeah) Honey, I need you 'round (Haha) I know, I know (Just some motherfuckin' kids) Oh, oh, oh Honey, I need you 'round (Make money, **** bitches) I know (Yeah), I know (Pittsburgh, hey, Jerm, hey) These hoes is drunk, wanna come and smoke this blunt Then let me take 'em home and do anything I want I said, baby, I can ride you, just let me get inside you I can take you higher if you hit this vaporizer I got that dope ****, I'll be your supplier You grabbin' on my sheets and hittin' notes like you Mariah Obsessed with me Undress a freak on ecstasy I'm out and then she textin' me Like, What you doin' next week, next week? (Yeah) Hear me now I'm down on knees and praying Though my faith is weak Without you so please, baby, please Give us a chance Make amends and I will stand up 'til the end A million times, a trillion more (Hey) Oh, oh, oh (Hey, I just wanted to inform y'all) Honey, I need you 'round (I'm drunk as ****) I know, I know (Most Dope, ****, hey) Oh, oh, oh (K.I.D.S., what's up?) Honey, I need you 'round (I'm high as ****, yeah, yes, sir) I know, I know (Oh, I graduated, oh yeah, I just graduated high school, haha) Hey, homie Don't be mad that your girl loves me (Don't cut anything yet) It's not my fault (Yeah) I'm just doin' me (Haha) If your girl love me, let her love me, you feel me? So, baby Smile (Uh-huh) Baby, don't cry I will only fly With you by my side","happy,energetic,focused"
"Boy, I think about it every night and day I'm addicted, wanna drown inside your love I wouldn't wanna have it any other way I'm addicted, and I just can't get enough I just can't get enough, I just can't get enough I just can't get enough, I just can't get enough Honey, gotta sexy on steamin' She give my hotness a new meanin' Perfection, mommy, you gleamin' Inception, you got a brother dreamin', dreamin' ****, baby, I'm fiendin' I'm trying to holler at you, I'm screamin' Let me, let me love you down this evenin' Lovie, lovie, yeah, you know you are my demon Girl, we could form a team, and I could be the King, you could be the Queen, and My mind's dirty and it don't need cleanin' I love you long time, so you know the meanin' Oh, baby, I can't come down, so please come help me out You got me feelin' high, and I can't step off the cloud And I just can't get enough Boy, I think about it every night and day I'm addicted, wanna drown inside your love I wouldn't wanna have it any other way I'm addicted, and I just can't get enough I just can't get enough, I just can't get enough I just can't get enough, I just can't get enough Honey got me runnin' like I'm Flo-Jo Signs her name on my heart with an 'XO' Love so sweet, got me vexed, though I wanna wish it right back like Presto, yes Meantime, I wait for the next time She come around 'fore I toast to the best time We LOL back and forth on the text line She got me fishin' for her love, I confess, I'm Somethin' 'bout her smile and that combo Got me high, and I ain't comin' down, yo My heart's pumpin' out louder than electro She got me feelin' like Mr. Roboto​ Oh, baby, I can't come down, so please come help me out You got me feelin' high, and I can't step off the cloud And I just can't get enough Boy, I think about it every night and day I'm addicted, wanna drown inside your love I wouldn't wanna have it any other way I'm addicted, and I just can't get enough This is mega switch-up Switch-up, switch-up I just can't switch-up Locked, sunk in your bedrock Heart, pumpin' your love-shot Knocked out by your cold-shot I'm stuck in your headlock (Switch-up) Can't (Can't) stop (Stop), won't (Won't) quit (Quit) Makin' me fiend, give it to me (Me) I want it all (All), know what I mean Your love is a dose of ecstasy (Switch-up) Addicted, I can't get away from you Afflicted, I need it, I miss it (Switch-up) I want your love right next to me And I can't erase you out of my memory I just can't switch-up","focused,calm,romantic"
"As I walk through the valley of the shadow of death I take a look at my life and realize there's nothin' left 'Cause I've been blastin' and laughin' so long that Even my mama thinks that my mind is gone But I ain't never crossed a man that didn't deserve it Me be treated like a punk, you know that's unheard of You better watch how ya talkin' and where you walkin' Or you and your homies might be lined in chalk I really hate to trip, but I gotta loc As they croak, I see myself in the pistol smoke, fool I'm the kinda G the little homies wanna be like On my knees in the night sayin' prayers in the streetlight We've been spendin' most their lives livin' in the gangsta's paradise We've been spendin' most their lives livin' in the gangsta's paradise We keep spendin' most our lives livin' in the gangsta's paradise We keep spendin' most our lives livin' in the gangsta's paradise Look at the situation they got me facin' I can't live a normal life, I was raised by the street So I gotta be down with the hood team Too much television watchin' got me chasin' dreams I'm a educated fool with money on my mind Got my ten in my hand and a gleam in my eye I'm a loc'd out gangsta, set trippin' banger And my homies is down, so don't arouse my anger, fool Death ain't nothin' but a heartbeat away I'm livin' life do-or-die, what can I say? I'm twenty-three now, but will I live to see twenty-four? The way things is goin', I don't know Tell me, why are we so blind to see That the ones we hurt are you and me? We've been spendin' most their lives livin' in the gangsta's paradise We've been spendin' most their lives livin' in the gangsta's paradise We keep spendin' most our lives livin' in the gangsta's paradise We keep spendin' most our lives livin' in the gangsta's paradise Power and the money, money and the power Minute after minute, hour after hour Everybody's runnin', but half of them ain't lookin' It's goin' on in the kitchen, but I don't know what's cookin' They say I gotta learn, but nobody's here to teach me If they can't understand it, how can they reach me? I guess they can't, I guess they won't, I guess they front That's why I know my life is out of luck, fool We've been spendin' most their lives livin' in the gangsta's paradise We've been spendin' most their lives livin' in the gangsta's paradise We keep spendin' most our lives livin' in the gangsta's paradise We keep spendin' most our lives livin' in the gangsta's paradise Tell me, why are we so blind to see That the ones we hurt are you and me? Tell me, why are we so blind to see That the ones we hurt are you and me?","focused,mysterious"
"Now I lay me down to sleep I pray the Lord, my soul to keep If I shall die before I wake I pray the Lord, my soul to take I, I keep a record of the wreckage in my life I gotta recognize the weapon in my mind They talk ****, but I love it every time And I realize I've tasted blood and it is sweet I've had the rug pulled beneath my feet I've trusted lies and trusted men Broke down and put myself back together again Stared in the mirror and punched it to shatters Collected the pieces and picked out a dagger I've pinched my skin in between my two fingers And wished I could cut some parts off with some scissors 'Come on, little lady, give us a smile' No, I ain't got nothin' to smile about I got no one to smile for, I waited a while for A moment to say I don't owe you a **** thing I, I keep a record of the wreckage in my life I gotta recognize the weapon in my mind They talk ****, but I love it every time And I realize I'm no sweet dream, but I'm a hell of a night That I'm no sweet dream, but I'm a hell of a night No, I won't smile, but I'll show you my teeth And I'ma let you speak if you just let me breathe I've been polite, but won't be caught dead Lettin' a man tell me what I should do with my bed Keep my exes in check in my basement 'Cause kindness is weakness, or worse, you're complacent I could play nice or I could be a bully I'm tired and angry, but somebody should be 'Come on, little lady, give us a smile' No, I ain't got nothin' to smile about I got no one to smile for, I waited a while for A moment to say I don't owe you a **** thing I, I keep a record of the wreckage in my life I gotta recognize the weapon in my mind They talk ****, but I love it every time And I realize I, I keep a record of the wreckage in my life I gotta recognize the weapon in my mind They talk ****, but I love it every time And I realize Someone like me can be a real nightmare, completely aware But I'd rather be a real nightmare, than die unaware, yeah Someone like me can be a real nightmare, completely aware But I'm glad to be a real nightmare, so save me your prayers I, I keep a record of the wreckage in my life I gotta recognize the weapon in my mind They talk ****, but I love it every time And I realize I, I keep a record of the wreckage in my life I gotta recognize the weapon in my mind They talk ****, but I love it every time And I realize I'm no sweet dream, but I'm a hell of a night That I'm no sweet dream, but I'm a hell of a night","mad,focused,energetic"
"It's making you cry every time You give your love to me this way Saying you'd wait for me to stay I know it hurts you But I need to tell you something My heart just can't be faithful for long I swear I'll only make you cry Maybe I'd change for you someday But I can't help the way I feel Wish I was good Wish that I could give you my love now But I need to tell you something My heart just can't be faithful for long I swear I'll only make you cry I need to tell you something My heart just can't be faithful for long I swear I'll only make you cry","sad,focused,calm"
"Hey! Now nothing ever last forever, no One minute you're here and the next you're gone So I respect you, wanna take it slow I need a mental receipt to know this moment I owe And do you mind if I steal a kiss? A little souvenir, can I steal it from you? To memorize the way you shock me The way you move it here Just wanna feel it from you Don't be afraid to catch feels Ride drop top and chase thrills I know you ain't afraid to pop pills Baby, I know you ain't scared to catch feels Feels with me I'm your window shopper, sucker for your love, oh I'm wearing your goggles, virtual reality It ain't what it cost you, it might be a dollar As long as it shocks you, memory, electricity And do you mind if I steal a kiss? A little souvenir, can I steal it from you? To memorize the way you shock me The way you move it here Just wanna feel it from you Don't be afraid to catch feels Ride drop top and chase thrills I know you ain't afraid to pop pills Baby, I know you ain't scared to catch feels Feels with me Goddamn, I know you love to make an entrance Do you like getting paid or getting paid attention? You mixed the wrong guys with the right intentions In the same bed, but it still feel long distance She's looking for a little more consistency But when you stop looking, you gon' find what's meant to be And honestly, I'm way too done with the **** I cut off all my exes for your x and o's I feel my old flings was just preparing me When I say I want you, say it back, parakeet Flyin' first-class through the air, Airbnb I'm the best you had, you just be comparing me to me I'ma 'at' this at you, if I put you on my phone And upload it, it'll get maximum views I came through in the clutch with the lipsticks and phones Wear your fave cologne just to get you alone Don't be afraid to catch feels Don't be afraid to catch these feels Ride drop top and chase thrills I know you ain't afraid to pop pills Baby, I know you ain't scared to catch feels Woah, woah, woah Feels with me Don't be afraid to catch feels No, no Don't be afraid, baby Ride drop top and chase thrills Woah, okay I know you ain't afraid to pop pills I know, I know, I know, I know Baby, I know you ain't scared to catch feels Feels with me","happy,energetic"
"Nah, nah, nah Cake by the ocean Oh, no See you walkin' 'round like it's a funeral Not so serious, girl, why those feet cold? We just gettin' started, don't you tiptoe, tiptoe, ah Waste time with a masterpiece, don't waste time with a masterpiece You should be rollin' with me, you should be rollin' with me You're a real-life fantasy, you're a real-life fantasy But you're movin' so carefully, let's start livin' dangerously Talk to me, baby I'm goin' blind from this sweet, sweet cravin', woah-oh Let's lose our minds and go **** crazy I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh Walk for me, baby I'll be Diddy, you'll be Naomi, woah-oh Let's lose our minds and go **** crazy I-I-I-I-I, I keep on hopin' we'll eat cake by the ocean, uh Goddamn See you lickin' frostin' from your own hands Want another taste, I'm beggin', 'Yes, ma'am'","happy,energetic"
"Baby squirrel, you's a sexy mother**** Gimme your, gimme your, gimme your attention, baby I gotta tell you a little somethin' about yourself You're wonderful, flawless, ooh, you a sexy lady But you walk around here like you wanna be someone else Oh, woah I know that you don't know it But you're fine, so fine Oh, woah Oh, girl, I'm gonna show you When you're mine, oh, mine Treasure That is what you are Honey, you're my golden star You know you can make my wish come true If you let me treasure you If you let me treasure you Oh, oh, oh Pretty girl, pretty girl, pretty girl, you should be smilin' A girl like you should never look so blue You're everything I see in my dreams I wouldn't say that to you if it wasn't true Oh, woah I know that you don't know it But you're fine, so fine Oh, woah Oh, girl, I'm gonna show you When you're mine, oh, mine Treasure That is what you are Honey, you're my golden star You know you can make my wish come true If you let me treasure you If you let me treasure you Oh, oh, oh You are my treasure You are my treasure You are my treasure Yeah, you, you, you, you are You are my treasure You are my treasure You are my treasure Yeah, you, you, you, you are Treasure (You are my treasure) That is what you are (You are my treasure) (You are my treasure) Honey, you're my golden star (You, you, you are) (You are my treasure) You know you can make my wish come true (You are my treasure) (You are my treasure) If you let me treasure you (You, you, you are) (You are my treasure) If you let me treasure you (You are my treasure) Oh, oh, oh","happy,romantic"
"She shot me, she shot me Bang, bang, she shot me She shot me, she shot me Bang, bang, she shot me She shot me, she shot me Bang, bang, she shot me She shot me, she shot me Bang, bang Ah, there she goes again, the dopest Ethiopian In other words, she came through explodin' in the podium Dynamite Napoleon like sodium mixed with petroleum Slowly but surely, she was walking toward me Cut the convo short 'cause she had to wake up early But continuing the story, don't worry She gave me digits for her Blackberry 'You're very handsome' is what she said And the way she looked in my eyes said, 'put me to bed' Oh my, oh my, I should have known when she said to me on the phone 'You do not know me very well, but I would never hurt a fly' Then she aimed for my chest with love in her eye Said she aimed for my chest with love in her eye She was walkin' around with a loaded shotgun Ready to fire me a hot one It went bang, bang, bang, straight through my heart Although I could have walked away I stood my ground and let her spray, ooh She shot me, she shot me Bang, bang, she shot me She shot me, she shot me Bang, bang, she shot me She shot me, she shot me Bang, bang, she shot me She shot me, she shot me Bang, bang Scorpion, she's so hot she’s a scorch-ian Killing me softly: Lauryn or Kevorkian Couldn't tell if she's cuckoo or quirky, when I asked her her name and she said, 'Call me Ten' Testing, testing Things just got more interesting She's dressed in a vest pin, double-breasted holster A very Western toaster She ain't nothing Kosher Ah, she lets me closer Hotter than a pepper-crusted Samosa While I try to keep my composure She was walkin' around with a loaded shotgun Ready to fire me a hot one It went bang, bang, bang, straight through my heart Although I could have walked away I stood my ground and let her spray, ooh She shot me, she shot me Bang, bang, she shot me She shot me, she shot me Bang, bang, she shot me She shot me, she shot me Bang, bang, she shot me She shot me, she shot me Bang, bang Am I wrong? But what is love without the pain to go along? And what is pain If not the reason for me to sing this song? And this song is for the weak and for the strong 'Cause I was strong And still she got me, she got me Bang, bang, she got me She got me, she got me Bang, bang She was walkin' around with a loaded shotgun Ready to fire me a hot one It went bang, bang, bang, straight through my heart Although I could have walked away I stood my ground and let her spray, ooh She shot me, she shot me Bang, bang, she shot me She shot me, she shot me Bang, bang, she shot me She shot me, she shot me Bang, bang, she shot me She shot me, she shot me Bang, bang","happy,romantic"
"All for the 'Gram ***** love the 'Gram Oh, wait, **** Brr, brr (Ayy, yeah, yeah, yeah, ayy) Brr, brr, brr, ayy Skrrt skrrt 94 don't need no brakes, yeah Roxanne, Roxanne All she wanna do is party all night Goddamn, Roxanne Never gonna love me, but it's alright She think I'm an ******, she think I'm a player She keep running back, though, only 'cause I pay up Roxanne, Roxanne All she wanna do is party all night Met her at a party in the hills, yeah She just wanna do it for the thrill, yeah Shorty drive a poodle with no top But if I throw this money, she gon' drop, ayy She don't wait in lines if it's too long She don't drive the whip unless the roof off Only wanna call when the cash out Only take the pic when her *** out She from Malibu, uh, Malibu If you ain't got a foreign, then she laugh at you, uh Malibu, uh, Malibu Spending daddy's money with a attitude Roxanne (Roxanne), Roxanne (Roxanne) All she wanna do is party all night (All night, yeah) Goddamn (Goddamn), Roxanne (Roxanne) Never gonna love me, but it's alright (Alright, yeah) She think I'm an ******, she think I'm a player She keep running back, though, only 'cause I pay up Roxanne (Roxanne), Roxanne (Roxanne) All she wanna do is party all night I just wanna have fun In LA, yeah, got no brakes, yeah Living fast, Ricky Bobby, shake and bake, yeah (Shake and bake) See the chain? Yeah (Woo), issa lake, yeah (Woo) Swipe the Chase, ooh, now she wanna date, yeah Straight to Nobu on the coast, ooh (Ooh) Shorty only like cocaine and Whole Foods Yeah, snappin' all up on the 'Gram, *** going crazy (Woo) Now she wanna **** me in the foreign, goin' 80 Up in Malibu, uh, Malibu If you ain't got a foreign, then she laugh at you, uh Malibu, uh, Malibu Spending daddy's money with a attitude Roxanne (Roxanne), Roxanne (Roxanne) All she wanna do is party all night (All night, yeah) Goddamn (Goddamn), Roxanne (Roxanne) Never gonna love me, but it's alright (Alright, yeah) She think I'm an ******, she think I'm a player She keep running back, though, only 'cause I pay up Roxanne (Roxanne), Roxanne (Roxanne) All she wanna do is party all night","happy,romantic"
"I hear your heartbeat to the beat of the drums Oh, what a shame that you came here with someone So, while you're here in my arms Let's make the most of the night like we're gonna die young (Oh, oh, oh, oh, oh-woah) We're gonna die young (Oh, oh, oh, oh, oh-woah) We're gonna die young (Oh, oh, oh, oh, oh-woah) Let's make the most of the night like we're gonna die young Let's make the most of the night like we're gonna die young Young hearts, out our minds, runnin' 'til we outta time Wild childs, lookin' good, livin' hard just like we should Don't care who's watchin' when we tearin' it up (You know) That magic that we got, nobody can touch (Fo' sho') Lookin' for some trouble tonight (Yeah) Take my hand, I'll show you the wild side Like it's the last night of our lives (Uh-huh) We'll keep dancin' 'til we die I hear your heartbeat to the beat of the drums Oh, what a shame that you came here with someone So, while you're here in my arms Let's make the most of the night like we're gonna die young (Oh, oh, oh, oh, oh-woah) We're gonna die young (Oh, oh, oh, oh, oh-woah) We're gonna die young (Oh, oh, oh, oh, oh-woah) Let's make the most of the night like we're gonna die young Let's make the most of the night like we're gonna die young Young punks takin' shots, strippin' down to dirty socks Music up, gettin' hot, kiss me, gimme all you got It's pretty obvious that you got a crush (You know) That magic in your pants, it's makin' me blush (Fo' sho') Lookin' for some trouble tonight (Yeah) Take my hand, I'll show you the wild side Like it's the last night of our lives (Uh-huh) We'll keep dancin' 'til we die ('Til we die) I hear your heartbeat to the beat of the drums Oh, what a shame that you came here with someone So, while you're here in my arms Let's make the most of the night like we're gonna die young I hear your heart beat to the beat of the drums Oh, what a shame that you came here with someone So, while you're here in my arms Let's make the most of the night like we're gonna die young (Oh, oh, oh, oh, oh-woah) We're gonna die young (Oh, oh, oh, oh, oh-woah) We're gonna die young (Oh, oh, oh, oh, oh-woah) Let's make the most of the night like we're gonna die young","happy,energetic"
"Yeah, uh-uh, uh-uh Uh-uh, yeah-yeah, yeah-yeah Uh-uh, yeah She don't wanna strip no more, don't wanna hit that pole Hit my old plug, I get it in and go Shawty owe me something, better pay your toll I lick the spoon and I scrape the bowl Scrape the bowl, scrape the bowl Like, did you get the memo? She eat at out of the relay I'm poppin' hella Skittles Then I can solve your riddle We'll smoke you like it's menthol This dude is crazy mental A suave, hood hero Got Johnny Dang dental She's a nympho She slobbin' on her pillow Got chicken, Rob' De Niro She's too gone and she can't hear you She don't wanna strip no more, don't wanna hit that pole Hit my old plug, I get it in and go She don't wanna strip no more, don't wanna hit that pole Hit my old plug, I get it in and go Shawty owe me something, better pay your toll I lick the spoon and I scrape the bowl Scrape the bowl, scrape the bowl Seein' way too many ones I'm 'bout to throw some hundreds In that old life that you run from Baby girl, keep running It's pressure with me, sexually Check my bank account, it's precious to me I got my anchor out, I'm locked in your sea You know you're my baby now, you're special to me I bought you time, I bought you diamonds, you can keep the receipt I got you down, I got you loose, I guess you owe it to me Is you down or nah? **** around, find your spot I get you lit, lit, drunk, trip Watch me slip inside She don't wanna strip no more, don't wanna hit that pole Hit my old plug, I get it in and go Shawty owe me something, better pay your toll I lick the spoon and I scrape the bowl Scrape the bowl, scrape the bowl And I sent her away Pull out, sent her on her way She don't wanna hit the strip club, no, no She don't wanna go strip, no, no She don't wanna go strip, no way","mysterious,focused"
"Ayy I'm tryna put you in the worst mood, ah P1 cleaner than your church shoes, ah Milli point two just to hurt you, ah All red Lamb' just to tease you, ah None of these toys on lease too, ah Made your whole year in a week too, yah Main **** outta your league too, ah Side **** outta your league too, ah House so empty, need a centerpiece Twenty racks a table, cut from ebony Cut that ivory into skinny pieces Then she clean it with her face, man, I love my baby, ah You talkin' money, need a hearin' aid You talkin' 'bout me, I don't see the shade Switch up my style, I take any lane I switch up my cup, I kill any pain Look what you've done I'm a mother**** starboy Look what you've done I'm a mother**** starboy Every day, a **** try to test me, ah Every day, a **** try to end me, ah Pull off in that Roadster SV, ah Pockets overweight, gettin' hefty, ah Comin' for the king, that's a far cry, I I come alive in the fall time, I The competition, I don't really listen I'm in the blue Mulsanne, bumpin' New Edition House so empty, need a centerpiece Twenty racks a table, cut from ebony Cut that ivory into skinny pieces Then she clean it with her face, man, I love my baby, ah You talkin' money, need a hearin' aid You talkin' 'bout me, I don't see the shade Switch up my style, I take any lane I switch up my cup, I kill any pain Look what you've done I'm a mother**** starboy Look what you've done I'm a mother**** starboy Let a **** brag Pitt Legend of the fall, took the year like a bandit Bought Mama a crib and a brand new wagon Now she hit the grocery shop lookin' lavish Star Trek roof in that Wraith of Khan Girls get loose when they hear this song A hundred on the dash get me close to God We don't pray for love, we just pray for cars House so empty, need a centerpiece Twenty racks a table, cut from ebony Cut that ivory into skinny pieces Then she clean it with her face, man, I love my baby, ah You talkin' money, need a hearin' aid You talkin' 'bout me, I don't see the shade Switch up my style, I take any lane I switch up my cup, I kill any pain Look what you've done I'm a mother**** starboy Look what you've done I'm a mother**** starboy Look what you've done I'm a mother**** starboy Look what you've done I'm a mother**** starboy",mysterious
"We found each other I helped you out of a broken place You gave me comfort But falling for you was my mistake I put you on top, I put you on top I claimed you so proud and openly And when times were rough, when times were rough I made sure I held you close to me So call out my name Call out my name when I kiss you so gently I want you to stay I want you to stay even though you don't want me Girl, why can't you wait? Girl, why can't you wait 'til I fall out of love? Won't you call out my name? Girl, call out my name, and I'll be on my way and I'll be on my— I said I didn't feel nothing, baby, but I lied I almost cut a piece of myself for your life Guess I was just another pit stop 'Til you made up your mind You just wasted my time You were on top, I put you on top I claimed you so proud and openly, babe And when times were rough, when times were rough I made sure I held you close to me So call out my name So call out my name when I kiss you so gently I want you to stay I want you to stay even though you don't want me Girl, why can't you wait? Girl, why can't you wait 'til I fall out of loving? Babe, call out my name Girl, call out my name and I'll be on my way And, I'll be on my— On my way, on my way On my way, on my way, ooh On my way, on my way, on my way On my way, on my way, on my way","mysterious,romantic"
"How did you know? It's what I've always wanted Could never have too many of these Will you quit kicking me under the table? I'm trying, will somebody make her **** up about it? I just, I just live I live day by day, fighting demons I smoked away my brain, I think I'm going dumb Cocaine up on my gums, I think they're going numb I'm having stomach pains, now I'm throwing up 'Cause I'm a microphone fiend, give me the bass Give me the beat, now let me lean, tap the vein, let it stream Feel the pain, young Martin Luther King, with a dream That one day me and my team, we can make it with this rappin' Now we swaggin', makin' money in Manhattan, trick, what's happenin'? They try to intellect with indirections just to test you A rebel 'til my death, it's in my flesh, it's in my vessels **** the clique you with, I'm finna **** the **** you next to **** a metrosexual, **** a ****, I'm disrespectful You know the kid get it, get-get sick Spit clip, spit quit, split quick, hit kid's women Oh, that's your girl, huh? Well, I just hit it It's A$AP ****, live with it, swag Demons posted all around me, I can't beat 'em all alone Thinkin' 'bout you, thinkin' 'bout you Add it to your thoughts These evil thoughts, they start to drown me Lord, don't leave me all alone Thinkin' 'bout you, thinkin' 'bout you Add it to your thoughts Demons posted all around me, I can't beat 'em all alone Thinkin' 'bout you, thinkin' 'bout you Add it to your thoughts These evil thoughts, they start to drown me Lord, don't leave me all alone Thinkin' 'bout you, thinkin' 'bout you Add it to your thoughts Aw, yeah, aw, yeah Let the beat chill Aw, yeah, aw, yeah Let the beat chill Aw, yeah, aw, yeah Let the beat chill Aw, yeah, aw, yeah Hipster by heart, but I can tell you how the streets feel Demons posted all around me, I can't beat 'em all alone Thinkin' 'bout you, thinkin' 'bout you Add it to your thoughts These evil thoughts, they start to drown me Lord, don't leave me all alone Thinkin' 'bout you, thinkin' 'bout you Add it to your thoughts Demons posted all around me, I can't beat 'em all alone Thinkin' 'bout you, thinkin' 'bout you Add it to your thoughts These evil thoughts, they start to drown me Lord, don't leave me all alone Thinkin' 'bout you, thinkin' 'bout you Add it to your thoughts","mysterious,calm"
"Yeah I bet you feel it now, baby Especially since we've only known each other one day But I've gotta work **** out, baby I'm exorcising demons, got 'em running 'round the block now Location drop now Pedal to the floor like you running from the cops now Oh, what a cop out You picked a dance with the devil and you lucked out The water's getting colder, let me in your ocean, swim Out in California, I've been forward-stroking, swim So hard to ignore you, 'specially when I'm smoking, swim World is on my shoulders, keep your body open, swim I'm swimming, I'm swimming, I'm swimming, yeah I'm swimming, I'm swimming, I'm swimming, yeah Out in California, I've been forward-stroking, swim So hard to ignore you, keep your body open, swim Pop a couple pills in the daytime, uh Heard you got a friend, what her head like? Uh Probably should've **** on the first night, uh Now I gotta wait for the green light, uh I don't wanna wait for no green light, uh Narcolepsy got me feeling stage fright, uh Luckily, I float at insane heights Luckily, luckily, luckily, yeah Location drop now Pedal to the floor like you runnin' from the cops now Oh, what a cop out, uh You picked a dance with the devil and you lucked out The water's getting colder, let me in your ocean, swim Out in California, I've been forward-stroking, swim So hard to ignore you, 'specially when I'm smoking, swim World is on my shoulders, keep your body open, swim I'm swimming, I'm swimming, I'm swimming, yeah I'm swimming, I'm swimming, I'm swimming, yeah Out in California, I've been forward-stroking, swim So hard to ignore you, keep your body open, swim Swim, push the water to the edge and watch it drip Check your footing, don't get caught up in the rip, no I know I said I'd call, I never did, no Swim, swim now I can take you even though I've never been there The tide has currently been thrashing around me again and again, yeah And I've been drowning for a minute, your body keeps pulling me in, girl The water's getting colder, let me in your ocean, swim Out in California, I've been forward-stroking, swim So hard to ignore you, 'specially when I'm smoking, swim World is on my shoulders, keep your body open, swim I'm swimming, I'm swimming, I'm swimming, yeah I'm swimming, I'm swimming, I'm swimming, yeah Out in California, I've been forward-stroking, swim So hard to ignore you, keep your body open, swim","mysterious,romantic"
